date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:52:53	12876/12876	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:03%20GMT	http://freetemplates.bz/design/wieldstrem/Academics.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/Academics.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:54	9832/9832	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:05%20GMT	http://freetemplates.bz/design/wieldstrem/Admision.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/Admision.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:54	10272/10272	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:07%20GMT	http://freetemplates.bz/design/wieldstrem/compus-life.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/compus-life.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:55	9747/9747	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:11%20GMT	http://freetemplates.bz/design/wieldstrem/location.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/location.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:55	14615/14615	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:07%20GMT	http://freetemplates.bz/design/wieldstrem/blog.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/blog.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:56	15577/15577	---M-Z	200	added ('OK')	text/html	etag:%2261828e9-3cd9-4ca1125d7d840-gzip%22	http://freetemplates.bz/design/wieldstrem/blog-details.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/blog-details.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:57	10906/10906	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:11%20GMT	http://freetemplates.bz/design/wieldstrem/research.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/research.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:57	13612/13612	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202012%2017:15:09%20GMT	http://freetemplates.bz/design/wieldstrem/course.html	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/course.html	(from http://freetemplates.bz/design/wieldstrem/)
16:52:58	16341/16341	---M--	200	added ('OK')	image/png	etag:%2261c36e9-3fd5-4ca110d493940%22	http://freetemplates.bz/design/wieldstrem/images/apply-now-buttion.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/apply-now-buttion.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:08	451760/451760	---M--	200	added ('OK')	image/png	etag:%2261c36f2-6e4b0-4ca110e89a880%22	http://freetemplates.bz/design/wieldstrem/images/banner1.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/banner1.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:18	55809/55809	---M--	200	added ('OK')	image/png	etag:%2261c3701-da01-4ca1111849900%22	http://freetemplates.bz/design/wieldstrem/images/college.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/college.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:19	1550/1550	---M--	200	added ('OK')	image/png	etag:%2261c372c-60e-4ca1114bc9280%22	http://freetemplates.bz/design/wieldstrem/images/rss.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/rss.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:20	512352/512352	---M--	200	added ('OK')	image/png	etag:%2261c36f3-7d160-4ca110e89a880%22	http://freetemplates.bz/design/wieldstrem/images/banner2.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/banner2.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:23	11426/11426	---M--	200	added ('OK')	image/png	etag:%2261c3722-2ca2-4ca1114057780%22	http://freetemplates.bz/design/wieldstrem/images/news-image1.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/news-image1.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:23	520474/520474	---M--	200	added ('OK')	image/png	etag:%2261c36f5-7f11a-4ca110fd95a00%22	http://freetemplates.bz/design/wieldstrem/images/banner4.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/banner4.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:25	11378/11378	---M--	200	added ('OK')	image/png	etag:%2261c3723-2c72-4ca111423fc00%22	http://freetemplates.bz/design/wieldstrem/images/news-image2.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/news-image2.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:25	11427/11427	---M--	200	added ('OK')	image/png	etag:%2261c3724-2ca3-4ca1114333e40%22	http://freetemplates.bz/design/wieldstrem/images/news-image3.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/news-image3.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:27	9109/9109	---M--	200	added ('OK')	image/png	etag:%2261c3739-2395-4ca1115923200%22	http://freetemplates.bz/design/wieldstrem/images/view.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/view.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:30	74714/74714	---M--	200	added ('OK')	image/png	etag:%2261c3734-123da-4ca111545e6c0%22	http://freetemplates.bz/design/wieldstrem/images/spotlight-image.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/spotlight-image.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:42	102151/102151	---M--	200	added ('OK')	image/png	etag:%2261c3738-18f07-4ca111582efc0%22	http://freetemplates.bz/design/wieldstrem/images/video.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/video.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:43	78973/78973	---M--	200	added ('OK')	image/png	etag:%2261c371f-1347d-4ca1113d7b0c0%22	http://freetemplates.bz/design/wieldstrem/images/mo-image2.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/mo-image2.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:43	3189/3189	---M--	200	added ('OK')	image/png	etag:%2261c3727-c75-4ca1114610500%22	http://freetemplates.bz/design/wieldstrem/images/photo.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/photo.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:50	147002/147002	---M--	200	added ('OK')	image/jpeg	etag:%2261c371c-23e3a-4ca11136ce100%22	http://freetemplates.bz/design/wieldstrem/images/mo-image-big-2.jpg	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/mo-image-big-2.jpg	(from http://freetemplates.bz/design/wieldstrem/)
16:54:55	68706/68706	---M--	200	added ('OK')	image/png	etag:%2261c3720-10c62-4ca1113e6f300%22	http://freetemplates.bz/design/wieldstrem/images/mo-image3.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/mo-image3.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:57	5638/5638	---M--	200	added ('OK')	image/png	etag:%2261c370e-1606-4ca11122c71c0%22	http://freetemplates.bz/design/wieldstrem/images/footer-logo.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/footer-logo.png	(from http://freetemplates.bz/design/wieldstrem/)
16:54:59	13096/13096	---M-Z	200	added ('OK')	application/javascript	etag:%2261c3757-3328-4ca1117e549c0-gzip%22	http://freetemplates.bz/design/wieldstrem/js/layerslider.kreaturamedia.jquery-min.js	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/js/layerslider.kreaturamedia.jquery-min.js	(from http://freetemplates.bz/design/wieldstrem/)
16:54:59	101933/101933	---M--	200	added ('OK')	image/jpeg	etag:%2261c371d-18e2d-4ca11136ce100%22	http://freetemplates.bz/design/wieldstrem/images/mo-image-big-3.jpg	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/mo-image-big-3.jpg	(from http://freetemplates.bz/design/wieldstrem/)
16:55:03	80114/80114	---M--	200	added ('OK')	image/png	etag:%2261c371e-138f2-4ca1113a9ea00%22	http://freetemplates.bz/design/wieldstrem/images/mo-image1.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/mo-image1.png	(from http://freetemplates.bz/design/wieldstrem/)
16:55:06	812154/812154	---M--	200	added ('OK')	image/png	etag:%2261c36f4-c647a-4ca110f8d0ec0%22	http://freetemplates.bz/design/wieldstrem/images/banner3.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/banner3.png	(from http://freetemplates.bz/design/wieldstrem/)
16:55:07	937/937	---M--	200	added ('OK')	image/png	etag:%2261c36e5-3a9-4ca111278bd00%22	http://freetemplates.bz/design/wieldstrem/images/Headr-border.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/Headr-border.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:12	56440/56440	---M--	200	added ('OK')	image/png	etag:%2261c36f6-dc78-4ca110fca17c0%22	http://freetemplates.bz/design/wieldstrem/images/bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:14	94360/94360	---M--	200	added ('OK')	font/otf	etag:%2261c36e2-17098-4ca110c3690c0%22	http://freetemplates.bz/design/wieldstrem/font/MyriadPro-Regular.otf	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/font/MyriadPro-Regular.otf	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:14	95684/95684	---M--	200	added ('OK')	font/otf	etag:%2261c36db-175c4-4ca110b51af00%22	http://freetemplates.bz/design/wieldstrem/font/MyriadPro-Bold.otf	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/font/MyriadPro-Bold.otf	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:14	1283/1283	---M--	200	added ('OK')	image/png	etag:%2261c372d-503-4ca1114cbd4c0%22	http://freetemplates.bz/design/wieldstrem/images/search-bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/search-bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:15	1029/1029	---M--	200	added ('OK')	image/png	etag:%2261c3736-405-4ca111545e6c0%22	http://freetemplates.bz/design/wieldstrem/images/top-menu-bu.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/top-menu-bu.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:16	1562/1562	---M--	200	added ('OK')	image/png	etag:%2261c3719-61a-4ca1113021140%22	http://freetemplates.bz/design/wieldstrem/images/menu-left.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/menu-left.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:16	2071/2071	---M--	200	added ('OK')	image/png	etag:%2261c3718-817-4ca1112e38cc0%22	http://freetemplates.bz/design/wieldstrem/images/menu-bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/menu-bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:16	937/937	---M--	200	added ('OK')	image/png	etag:%2261c3705-3a9-4ca1111b25fc0%22	http://freetemplates.bz/design/wieldstrem/images/divater.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/divater.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:17	976/976	---M--	200	added ('OK')	image/png	etag:%2261c36f1-3d0-4ca110d958480%22	http://freetemplates.bz/design/wieldstrem/images/banner-bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/banner-bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:18	961/961	---M--	200	added ('OK')	image/png	etag:%2261c373a-3c1-4ca1115923200%22	http://freetemplates.bz/design/wieldstrem/images/welcome-bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/welcome-bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:18	947/947	---M--	200	added ('OK')	image/png	etag:%2261c3733-3b3-4ca111508ddc0%22	http://freetemplates.bz/design/wieldstrem/images/spot-bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/spot-bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:19	959/959	---M--	200	added ('OK')	image/png	etag:%2261c3708-3bf-4ca1111d0e440%22	http://freetemplates.bz/design/wieldstrem/images/event-part-bg.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/event-part-bg.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:19	930/930	---M--	200	added ('OK')	image/png	etag:%2261c3704-3a2-4ca1111a31d80%22	http://freetemplates.bz/design/wieldstrem/images/divater-list.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/divater-list.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:20	972/972	---M--	200	added ('OK')	image/png	etag:%2261c370d-3cc-4ca1111feab00%22	http://freetemplates.bz/design/wieldstrem/images/footer-bottom.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/footer-bottom.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:20	1085/1085	---M--	200	added ('OK')	image/png	etag:%2261c370f-43d-4ca11124af640%22	http://freetemplates.bz/design/wieldstrem/images/footer-round-corner.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/footer-round-corner.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:21	993/993	---M--	200	added ('OK')	image/png	etag:%2261c36ed-3e1-4ca110d770000%22	http://freetemplates.bz/design/wieldstrem/images/arrow.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/arrow.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:21	1096/1096	---M--	200	added ('OK')	image/png	etag:%2261c372b-448-4ca11149e0e00%22	http://freetemplates.bz/design/wieldstrem/images/round-top.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/round-top.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:22	929/929	---M--	200	added ('OK')	image/png	etag:%2261c3730-3a1-4ca1114db1700%22	http://freetemplates.bz/design/wieldstrem/images/sidebar-border.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/sidebar-border.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:22	1058/1058	---M--	200	added ('OK')	image/png	etag:%2261c3728-422-4ca1114610500%22	http://freetemplates.bz/design/wieldstrem/images/plus.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/plus.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:23	957/957	---M--	200	added ('OK')	image/png	etag:%2261c371a-3bd-4ca1113021140%22	http://freetemplates.bz/design/wieldstrem/images/minase.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/minase.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:24	1305/1305	---M--	200	added ('OK')	image/png	etag:%2261c3726-519-4ca1114428080%22	http://freetemplates.bz/design/wieldstrem/images/pdf.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/pdf.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:24	1102/1102	---M--	200	added ('OK')	image/png	etag:%2261c36e8-44e-4ca110d2ab4c0%22	http://freetemplates.bz/design/wieldstrem/images/admin.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/admin.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:25	1261/1261	---M--	200	added ('OK')	image/png	etag:%2261c372e-4ed-4ca1114cbd4c0%22	http://freetemplates.bz/design/wieldstrem/images/search-bg2.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/search-bg2.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:25	1049/1049	---M--	200	added ('OK')	image/png	etag:%2261c36f7-419-4ca110fd95a00%22	http://freetemplates.bz/design/wieldstrem/images/blog-arrow.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/blog-arrow.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:26	952/952	---M--	200	added ('OK')	image/png	etag:%2261c3703-3b8-4ca111193db40%22	http://freetemplates.bz/design/wieldstrem/images/divater-com.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/divater-com.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:27	2869/2869	---M--	200	added ('OK')	image/png	etag:%2261c36f0-b35-4ca110da4c6c0%22	http://freetemplates.bz/design/wieldstrem/images/back_to_top_btn.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/back_to_top_btn.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:27	182672/182672	---M--	200	added ('OK')	image/png	etag:%2261c3711-2c990-4ca1112a683c0%22	http://freetemplates.bz/design/wieldstrem/images/header-shadow.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/header-shadow.png	(from http://freetemplates.bz/design/wieldstrem/css/stylesheet.css)
16:55:27	163/163	---M--	200	added ('OK')	image/png	etag:%2261c370a-a3-4ca1111e02680%22	http://freetemplates.bz/design/wieldstrem/images/flex-next.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/flex-next.png	(from http://freetemplates.bz/design/wieldstrem/css/layerslider.css)
16:55:27	164/164	---M--	200	added ('OK')	image/png	etag:%2261c370b-a4-4ca1111ef68c0%22	http://freetemplates.bz/design/wieldstrem/images/flex-prev.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/flex-prev.png	(from http://freetemplates.bz/design/wieldstrem/css/layerslider.css)
16:55:28	4099/4099	---M--	200	added ('OK')	image/png	etag:%2261c374d-1003-4ca1117006800%22	http://freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/sprite.png	(from http://freetemplates.bz/design/wieldstrem/css/prettyPhoto.css)
16:55:29	1411/1411	---M--	200	added ('OK')	image/png	etag:%2261c3749-583-4ca1116d2a140%22	http://freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/btnNext.png	(from http://freetemplates.bz/design/wieldstrem/css/prettyPhoto.css)
16:55:29	1442/1442	---M--	200	added ('OK')	image/png	etag:%2261c374a-5a2-4ca1116d2a140%22	http://freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/btnPrevious.png	(from http://freetemplates.bz/design/wieldstrem/css/prettyPhoto.css)
16:55:30	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2261c374c-9f1-4ca1116f125c0%22	http://freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/loader.gif	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/prettyPhoto/light_rounded/loader.gif	(from http://freetemplates.bz/design/wieldstrem/css/prettyPhoto.css)
16:55:31	4076/4076	---M--	200	added ('OK')	image/png	etag:%2261c3742-fec-4ca11162ac880%22	http://freetemplates.bz/design/wieldstrem/images/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/uni%20amsterdam/freetemplates.bz/design/wieldstrem/images/prettyPhoto/dark_rounded/sprite.png	(from http://freetemplates.bz/design/wieldstrem/css/prettyPhoto.css)
